id,x,y,lon,lat,source_type
91,588164.0518903863,2326390.1919603315,105.8484936,21.0362167,amenity:restaurant
92,588535.9887730124,2326360.340271518,105.8520713,21.035929099999993,amenity:cafe
93,588660.2538212613,2325930.1718205675,105.853245,21.0320367,amenity:restaurant
94,587692.1250062858,2325575.747229292,105.8439107,21.028881099999992,amenity:restaurant
95,588268.5940499823,2326461.774906594,105.8495033,21.036858400000003,amenity:restaurant
96,587797.5690081549,2326638.5182975465,105.84497950000001,21.038477799999995,amenity:cafe
97,588807.304771119,2325878.460307551,105.8546574,21.0315624,amenity:cafe
98,588180.3321256551,2326298.9519861573,105.8486456,21.0353916,amenity:cafe
99,588647.515056133,2326264.2964953072,105.85313960000002,21.035056,amenity:restaurant
100,588495.564952469,2326434.4719682196,105.8516861,21.036600799999995,amenity:restaurant
101,587977.0622749071,2326594.785947028,105.8467046,21.038074099999992,amenity:restaurant
102,588711.1804975733,2326088.2373724184,105.8537432,21.033462300000004,amenity:restaurant
103,588153.3102321106,2325527.2760979403,105.8483461,21.0284211,amenity:restaurant
104,588456.2910006368,2326256.0698734685,105.851299,21.0349909,amenity:restaurant
105,587783.5915741136,2325829.8329333668,105.8448038,21.031172299999998,amenity:cafe
106,588004.97547534,2325842.3954636017,105.8469348,21.0312752,amenity:cafe
107,588283.5127920376,2325969.304190976,105.84962164097104,21.032408399999998,amenity:school
108,587992.5370831399,2325965.6882520644,105.8468214,21.032389699999996,amenity:restaurant
109,588578.4178333585,2326379.726499656,105.8524806,21.03610219999999,amenity:restaurant
110,588704.9051407496,2326194.8714559954,105.8536883,21.034426,amenity:cafe
111,588298.4444857343,2325601.7089892454,105.8497465,21.029086600000003,amenity:cafe
112,588551.9068136319,2326491.067379922,105.8522312,21.037109399999995,amenity:restaurant
113,588699.1675444705,2325373.0231715585,105.8535908,21.0270012,highway:bus_stop
114,588102.3918043564,2325683.3264750317,105.8478641,21.029833399999998,amenity:cafe
115,588686.3544761994,2326150.464834148,105.8535075,21.0340257,amenity:restaurant
116,587983.5670574901,2325942.540646339,105.8467339,21.032180999999998,amenity:restaurant
117,587656.2009467535,2325632.5713180387,105.8435679,21.029396199999997,amenity:cafe
118,588293.3661767344,2325804.136561278,105.849708,21.0309157,amenity:restaurant
119,588710.2073011396,2326101.1602368504,105.8537345,21.0335791,amenity:restaurant
120,588032.6053869047,2326526.0573089817,105.8472356,21.0374505,amenity:cafe
121,588397.8687231648,2325743.362327931,105.8507105,21.030361600000003,amenity:restaurant
122,588826.4657613095,2326099.978267323,105.8548532,21.0335628,amenity:cafe
123,588351.5080348767,2325790.6215198594,105.8502668,21.030790799999995,amenity:cafe
124,588570.9922591002,2325925.4999814993,105.8523858,21.031998799999997,amenity:cafe
125,587798.6367072922,2325771.360065449,105.8449456,21.030643299999994,highway:bus_stop
126,588272.359335323,2325410.958960404,105.84948572251815,21.027364499999997,amenity:library
127,588126.6362692788,2326242.7261804505,105.848126,21.034886199999995,amenity:restaurant
128,588662.5624464878,2325908.478735218,105.8532661,21.0318406,amenity:restaurant
129,588232.7707709821,2326331.6395743,105.8491519,21.0356844,amenity:restaurant
130,588670.5511857785,2326219.979398836,105.85335900000001,21.0346545,amenity:restaurant
131,588533.3167221127,2326292.4757923656,105.8520421,21.035316099999996,amenity:restaurant
132,588678.7047725397,2326333.420327486,105.8534433,21.035678999999995,amenity:restaurant
133,588382.8984417013,2325972.667001214,105.8505782,21.032434,amenity:restaurant
134,588190.9419165034,2326445.511617423,105.8487552,21.0367152,amenity:cafe
135,588870.6254659271,2326077.6571003366,105.855277,21.033358999999997,amenity:school
136,588705.3601699051,2325336.297644315,105.8536485,21.0266691,tourism:attraction
137,588205.3905684897,2325750.97124676,105.8488587,21.030439599999994,amenity:restaurant
138,588124.3751472159,2326736.6588817965,105.8481295,21.039348799999992,amenity:cafe
139,587727.2004059643,2325740.377671285,105.8442566,21.030366799999996,amenity:cafe
140,588547.6353277797,2326378.300298993,105.8521843,21.036090799999993,amenity:restaurant
141,587893.3659720303,2326205.3827702794,105.8458793,21.03456,amenity:restaurant
142,588487.0354165183,2325964.710495753,105.8515799,21.0323571,amenity:restaurant
143,588757.1597404525,2326250.183870595,105.854194,21.034923199999994,amenity:cafe
144,588662.8884028516,2325954.4260259527,105.8532716,21.0322557,amenity:restaurant
145,588426.990967345,2326298.140134564,105.8510192,21.035372399999996,amenity:restaurant
146,588691.0592970429,2326323.9010243383,105.8535617,21.035592400000002,amenity:restaurant
147,588290.1163361106,2325522.425026525,105.8496623,21.028370699999996,amenity:cafe
148,588205.4796271807,2326050.7353559723,105.84887489587948,21.03314785,amenity:school
149,587869.2370337562,2325960.1091326666,105.8456346,21.0323452,amenity:cafe
150,588215.0600366099,2325726.5833385163,105.8489505,21.030218799999993,amenity:restaurant
151,588130.1626303707,2325500.7325412775,105.848122,21.028182399999995,amenity:restaurant
152,588194.6982388874,2325602.2307890886,105.8487482,21.029096299999996,amenity:restaurant
153,588502.0015970087,2326503.7622429486,105.8517516,21.0372265,amenity:restaurant
154,588582.6310732625,2325923.5587248704,105.8524977,21.031980699999995,amenity:cafe
155,587724.9583593159,2325737.919671749,105.84423490000002,21.0303447,amenity:cafe
156,588054.8337701435,2326167.687533408,105.8474312,21.0342117,amenity:restaurant
157,588688.2999610214,2325953.753870747,105.85351610000001,21.032248400000004,amenity:cafe
158,588093.8287854416,2326311.42032949,105.84781380000001,21.035508399999998,amenity:cafe
159,588099.3056077316,2325691.113399653,105.8478348,21.0299039,amenity:restaurant
160,588282.567291713,2326294.5150370942,105.8496292,21.0353466,amenity:restaurant
161,588121.8393976056,2326308.4588797954,105.8480832,21.035480300000003,amenity:cafe
162,588859.2964481474,2325636.204608577,105.85514522458891,21.029371199999996,amenity:restaurant
163,588600.4642873231,2326384.4377175043,105.852693,21.036143699999997,amenity:cafe
164,588462.7836757943,2326240.874181849,105.8513607,21.034853299999998,amenity:cafe
165,588061.020959077,2325767.5929091284,105.8474703,21.030596699999997,amenity:restaurant
166,588873.2935089293,2326113.0575732817,105.8553045,21.033678700000003,amenity:school
167,588802.4463714969,2326104.6312668533,105.8546223,21.033605999999992,amenity:cafe
168,587723.9254770436,2325876.248597347,105.844232,21.031594499999997,amenity:cafe
169,588289.5570428087,2325875.4972886825,105.849675,21.0315606,amenity:restaurant
170,588211.938936229,2325733.1082458664,105.8489208,21.0302779,amenity:restaurant
171,588728.4087399702,2326078.7552271215,105.8539085,21.0333758,amenity:restaurant
172,588728.0563112345,2326039.7366935173,105.85390310000001,21.0330233,amenity:restaurant
173,589077.5177757882,2325533.2529722773,105.8572398,21.028430499999995,amenity:cafe
174,588052.3381223208,2326121.02040893,105.8474048,21.0337902,amenity:cafe
175,588358.6283378209,2326018.527490066,105.850347,21.032849499999994,amenity:restaurant
176,588788.5756252637,2326187.6929288213,105.8544931,21.0343571,amenity:restaurant
177,587890.6384373147,2326274.9451064332,105.8458566,21.035188599999998,highway:bus_stop
178,588392.5346331721,2326309.4345376347,105.8506882,21.0354761,amenity:cafe
179,588655.3283471977,2326355.8862669477,105.8532195,21.035883099999996,amenity:cafe
180,588160.8814607568,2325535.960851141,105.84841940000001,21.0284992,amenity:cafe
181,587809.3757529019,2325939.3928405223,105.8450575,21.032160900000004,amenity:cafe
182,588010.5812328049,2326679.6602798644,105.8470315,21.038839299999996,amenity:restaurant
183,588910.4971891532,2325505.936428159,105.8556312,21.0281918,highway:bus_stop
184,588666.0286302426,2325901.579419285,105.8532991,21.031778099999993,amenity:cafe
185,587943.2183237454,2325657.821235788,105.8463311,21.0296106,amenity:cafe
186,588111.8163052389,2326080.6594029455,105.8479751,21.0334227,amenity:restaurant
187,588592.2408576482,2326291.7610719893,105.8526091,21.035306799999997,amenity:cafe
188,588575.6275519319,2326047.998212021,105.8524367,21.0331053,amenity:restaurant
189,588034.1740723508,2326109.1581377718,105.8472294,21.0336839,amenity:restaurant
190,589083.2135400157,2325560.1801467673,105.85729600000002,21.028673499999993,amenity:restaurant
191,587797.1753463871,2325880.576527933,105.8449371,21.031630100000005,amenity:restaurant
192,588208.8495221206,2326558.240358739,105.8489333,21.0377328,amenity:cafe
193,588509.6966617089,2326339.2028909065,105.8518172,21.0357394,amenity:restaurant
194,588204.6483693718,2326384.928900925,105.848884,21.036167200000005,amenity:cafe
195,587776.810694912,2326088.1032244572,105.8447517,21.033506,amenity:cafe
196,588169.9813870845,2326433.9552910933,105.8485529,21.036611799999996,amenity:cafe
197,588779.1112692971,2326045.5109531647,105.8543947,21.033073,amenity:restaurant
198,588728.359656756,2326153.9768534577,105.8539119,21.034055400000003,amenity:restaurant
199,588683.1955959125,2326189.2985638846,105.8534791,21.034376699999996,amenity:restaurant
